CODUSU,NRO_HOGAR,NIVEL_ED,CH03,CH04,CH06,CH07,PP04A,CAT_OCUP,INTENSI,PP3E_TOT,CATEGORIA,CALIFICACION,P21
TQRMNOSXQHLOKQCDEGIBJ00636283,1,Secundaria completa,Hijo/a Hijastro/a,Varon,27,soltero/a?,...privada,Obrero o empleado,Sobreocupado,66,Ocupaciones de los servicios de vigilancia y seguridad civil,Operativos,12000
TQRMNOSXSHLOKQCDEGIBJ00636209,2,Superior universitaria completa,Jefe/a,Mujer,42,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Técnicos,34000
TQRMNOQXTHKOKPCDEGIBJ00653566,1,Superior universitaria completa,Jefe/a,Varon,46,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Técnicos,27000
TQRMNOQXTHKOKPCDEGIBJ00653566,1,Superior universitaria completa,Conyuge / Pareja,Mujer,45,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Técnicos,25000
TQRMNOQQYHMNLQCDEGIBJ00630243,1,Secundaria completa,Hijo/a Hijastro/a,Varon,32,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,10,Ocupaciones de la producción industrial y artesanal,Operativos,2800
TQRMNOQQYHMNLQCDEGIBJ00630243,1,Primaria completa,Jefe/a,Varon,60,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del transporte,Operativos,46000
TQRMNOSYXHMNLQCDEGIBJ00630242,1,Superior universitaria incompleta,Jefe/a,Varon,57,casado?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la educación,Técnicos,35000
TQRMNOTPPHMNLQCDEGIBJ00630200,1,Secundaria completa,Hijo/a Hijastro/a,Varon,33,soltero/a?,...privada,Cuenta propia,Ocupado pleno,25,"Ocupaciones del corretaje comercial, venta domiciliaria, viajantes y promotores",Operativos,0
TQRMNOTPQHMNLQCDEGIBJ00630123,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,27,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,15,Ocupaciones de la educación,Técnicos,18000
TQRMNOTPQHMNLQCDEGIBJ00630123,1,Secundaria completa,Hijo/a Hijastro/a,Varon,30,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,30,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,8500
TQRMNORRQHMLKQCDEGIBJ00657727,1,Secundaria completa,Jefe/a,Varon,34,casado?,...privada,Cuenta propia,Ocupado pleno,36,Ocupaciones de la reparación de bienes de consumo,Operativos,4000
TQRMNORRQHMLKQCDEGIBJ00657727,1,Superior universitaria completa,Conyuge / Pareja,Mujer,34,casado?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,No calificados,30000
TQRMNOQSRHKMLLCDEGIBJ00653590,1,Secundaria completa,Jefe/a,Varon,32,unido?,...privada,Cuenta propia,Sobreocupado,50,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,20000
TQRMNOQSRHKMLLCDEGIBJ00653590,1,Secundaria incompleta,Hermano/a,Varon,42,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de los servicios de vigilancia y seguridad civil,Operativos,15000
TQRMNORYQHMOLLCDEGIBJ00630140,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,31,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,8000
TQRMNORYQHMOLLCDEGIBJ00630140,1,Secundaria incompleta,Yerno/Nuera,Mujer,28,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,15000
TQRMNOQYUHKMMPCDEGJBF00653667,1,Secundaria completa,Jefe/a,Mujer,39,unido?,...estatal,Obrero o empleado,Sobreocupado,48,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,50000
TQRMNOQYUHKMMPCDEGJBF00653667,1,Secundaria completa,Conyuge / Pareja,Varon,38,unido?,...privada,Obrero o empleado,Ocupado pleno,35,Ocupaciones de la producción industrial y artesanal,Profesionales,60000
TQRMNORXVHKMMPCDEGJBF00653644,1,Superior universitaria completa,Jefe/a,Varon,56,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Sobreocupado,72,Ocupaciones de la salud y sanidad,Profesionales,50000
TQRMNOQUSHJMMPCDEGJBF00657765,1,Superior universitaria incompleta,Jefe/a,Mujer,33,unido?,...privada,Obrero o empleado,Ocupado pleno,25,Ocupaciones de la comercialización directa,Operativos,22000
TQRMNOQUSHJMMPCDEGJBF00657765,1,Superior universitaria completa,Conyuge / Pareja,Varon,44,unido?,...privada,Obrero o empleado,Sobreocupado,42,Ocupaciones del transporte,Operativos,50000
TQRMNOPUWHLOKQCDEGJBF00636455,1,Primaria incompleta (incluye educacion especial),Jefe/a,Mujer,42,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,8,Ocupaciones de los servicios domésticos,No calificados,7000
TQRMNOPUWHLOKQCDEGJBF00636455,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,25,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,20,Ocupaciones de los servicios domésticos,No calificados,8600
TQRMNORRQHLOKQCDEGJBF00636539,1,Primaria incompleta (incluye educacion especial),Jefe/a,Mujer,31,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,5,Ocupaciones de los servicios domésticos,No calificados,2800
TQRMNOSRRHKLLTCDEGJBF00653609,1,Secundaria completa,Jefe/a,Varon,42,soltero/a?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,10000
TQRMNOQYUHMMMOCDEGJBF00630384,1,Superior universitaria completa,Jefe/a,Mujer,36,soltero/a?,...de otro tipo,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la salud y sanidad,Técnicos,18500
TQRMNOQYUHMMMOCDEGJBF00630384,1,Superior universitaria completa,Hermano/a,Mujer,39,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la salud y sanidad,Técnicos,40000
TQRMNORQWHMMMOCDEGJBF00636443,2,Superior universitaria completa,Jefe/a,Varon,31,soltero/a?,...privada,Cuenta propia,Ocupado pleno,12,Ocupaciones de la salud y sanidad,Técnicos,21000
TQRMNORUTHJMMMCDEGJBF00657805,1,Superior universitaria completa,Jefe/a,Varon,30,casado?,...privada,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la educación,Técnicos,35000
TQRMNORUTHJMMMCDEGJBF00657805,1,Superior universitaria completa,Conyuge / Pareja,Mujer,31,casado?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,30000
TQRMNOQSYHKOLUCDEGJBF00653669,1,Secundaria completa,Jefe/a,Varon,63,casado?,...privada,Cuenta propia,Sobreocupado,72,Ocupaciones de la comercialización directa,Operativos,50000
TQRMNOQSYHKOLUCDEGJBF00653669,1,Secundaria completa,Hijo/a Hijastro/a,Varon,33,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,24,Ocupaciones de la comercialización directa,No calificados,16000
TQRMNOQTPHKOLUCDEGJBF00653628,1,Superior universitaria completa,Jefe/a,Mujer,71,viudo/a?,...privada,Patron,Ocupado pleno,24,Directivos de pequeñas y microempresas,Técnicos,15000
TQRMNOQTQHKOLUCDEGJBF00653651,1,Superior universitaria completa,Jefe/a,Mujer,61,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la gestión jurídico-legal,Profesionales,100000
TQRMNOQTRHKOLUCDEGJBF00653652,1,Superior universitaria completa,Jefe/a,Varon,39,casado?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión presupuestaria, contable y financiera",Profesionales,80000
TQRMNOQTRHKOLUCDEGJBF00653652,1,Superior universitaria completa,Conyuge / Pareja,Mujer,39,casado?,...estatal,Obrero o empleado,Ocupado pleno,35,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,100000
TQRMNOQTSHKOLUCDEGJBF00653684,1,Superior universitaria completa,Hijo/a Hijastro/a,Mujer,26,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,24,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,28000
TQRMNOQPUHKKLNCDEGJBF00653656,1,Superior universitaria completa,Jefe/a,Varon,50,casado?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la asesoria y la consultaría,Técnicos,0
TQRMNOQPUHKKLNCDEGJBF00653656,1,Superior universitaria completa,Conyuge / Pareja,Mujer,42,casado?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la asesoria y la consultaría,Profesionales,0
TQRMNOSPSHKKLNCDEGJBF00653781,1,Superior universitaria completa,Jefe/a,Varon,40,casado?,...privada,Obrero o empleado,Sobreocupado,55,Ocupaciones de la investigación,Profesionales,100000
TQRMNOSPSHKKLNCDEGJBF00653781,1,Superior universitaria completa,Conyuge / Pareja,Mujer,35,casado?,...estatal,Obrero o empleado,Ocupado pleno,10,Ocupaciones de la salud y sanidad,Profesionales,24000
TQRMNOSPTHKKLNCDEGJBF00653772,1,Superior universitaria completa,Jefe/a,Varon,40,soltero/a?,...privada,Cuenta propia,Ocupado pleno,45,"Ocupaciones de la gestión presupuestaria, contable y financiera",Profesionales,100000
TQRMNOSPVHKKLNCDEGJBF00653713,1,Superior universitaria completa,Jefe/a,Varon,26,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,16,Ocupaciones de la investigación,Operativos,0
TQRMNOSPVHKKLNCDEGJBF00653713,1,Superior universitaria incompleta,Hermano/a,Mujer,24,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,10,Ocupaciones de la comercialización directa,Técnicos,0
TQRMNOSWSHKKLNCDEGJBF00653773,1,Superior universitaria incompleta,Jefe/a,Mujer,29,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización indirecta,Técnicos,30000
TQRMNORQVHMKLQCDEGJBF00630417,1,Superior universitaria completa,Jefe/a,Mujer,64,separado/a o divorsiado/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,8,Ocupaciones de la salud y sanidad,Profesionales,22000
TQRMNOVWQHMKLTCDEGJBF00630354,1,Superior universitaria incompleta,Jefe/a,Mujer,23,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Operativos,26000
TQRMNOPWWHMMLNCDEGJBF00630301,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Mujer,21,soltero/a?,...privada,Cuenta propia,Ocupado pleno,12,Ocupaciones de la comercialización directa,Técnicos,1000
TQRMNOPWWHMMLNCDEGJBF00630301,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Mujer,21,soltero/a?,...privada,Cuenta propia,Ocupado pleno,12,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,3000
TQRMNORSQHMMLNCDEGJBF00630473,1,Secundaria completa,Jefe/a,Varon,42,separado/a o divorsiado/a?,...privada,Obrero o empleado,Sobreocupado,54,Ocupaciones de la producción industrial y artesanal,No calificados,35000
TQRMNORSRHMMLNCDEGJBF00630312,1,Secundaria completa,Conyuge / Pareja,Varon,66,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,46000
TQRMNORSRHMMLNCDEGJBF00630312,1,Secundaria completa,Hijo/a Hijastro/a,Varon,37,soltero/a?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,40000
TQRMNORSTHMMLNCDEGJBF00630399,1,Superior universitaria completa,Jefe/a,Mujer,26,casado?,...privada,Cuenta propia,Sobreocupado,63,Ocupaciones de la comercialización directa,Operativos,3000
TQRMNORSTHMMLNCDEGJBF00630399,1,Superior universitaria completa,Conyuge / Pareja,Varon,30,casado?,...estatal,Obrero o empleado,Sobreocupado,48,Ocupaciones de servicios policiales,Operativos,50000
TQRMNOSQRHMOLOCDEGJBF00630269,2,Superior universitaria completa,Jefe/a,Varon,33,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la comercialización directa,Técnicos,35000
TQRMNOTVXHMKLQCDEGJBF00630253,1,Superior universitaria completa,Jefe/a,Mujer,29,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la producción de software,Profesionales,50000
TQRMNOTWPHMKLQCDEGJBF00630303,1,Superior universitaria completa,Jefe/a,Mujer,39,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,45,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Profesionales,85000
TQRMNOPPYHKMLQCDEGKDB00653814,1,Primaria completa,Jefe/a,Mujer,40,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,6,Ocupaciones de los servicios domésticos,No calificados,2400
TQRMNOPQRHKMLQCDEGKDB00653924,1,Secundaria completa,Conyuge / Pareja,Mujer,56,casado?,...estatal,Obrero o empleado,Ocupado pleno,30,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNOPQRHKMLQCDEGKDB00653924,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Varon,28,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,4,Ocupaciones del deporte,Técnicos,-9
TQRMNORUYHKNKMCDEGKDB00653990,1,Primaria completa,Jefe/a,Mujer,40,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,25,Ocupaciones de la reparación de bienes de consumo,Operativos,5000
TQRMNORUYHKNKMCDEGKDB00653990,1,Primaria completa,Conyuge / Pareja,Varon,40,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,30,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,15000
TQRMNORVQHKNKMCDEGKDB00654017,1,Primaria completa,Conyuge / Pareja,Mujer,42,unido?,...privada,Cuenta propia,Ocupado pleno,28,Ocupaciones de la comercialización ambulante y callejera,No calificados,6000
TQRMNOUVRHKNKMCDEGKDB00654018,1,Primaria incompleta (incluye educacion especial),Jefe/a,Varon,44,casado?,...privada,Cuenta propia,Ocupado pleno,20,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,-9
TQRMNOUVRHKNKMCDEGKDB00654018,1,Secundaria completa,Conyuge / Pareja,Mujer,43,casado?,...estatal,Obrero o empleado,Subocupado por insuficiencia horaria,12,Ocupaciones de servicios de limpieza no domésticos,No calificados,22000
TQRMNOUVRHKNKMCDEGKDB00654018,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,22,soltero/a?,...privada,Cuenta propia,Ocupado pleno,20,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",No calificados,-9
TQRMNOSPRHMNKMCDEGKDB00630752,1,Superior universitaria incompleta,Jefe/a,Varon,32,unido?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de servicios gastronómicos,No calificados,30000
TQRMNOSPRHMNKMCDEGKDB00630752,1,Secundaria completa,Conyuge / Pareja,Mujer,34,unido?,...estatal,Obrero o empleado,Ocupado pleno,36,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,30000
TQRMNOPXQHMMKNCDEGKDB00630754,1,Secundaria completa,No familiares,Varon,22,soltero/a?,...privada,Obrero o empleado,Sobreocupado,46,Ocupaciones de la producción agrícola,No calificados,15000
TQRMNOPXQHMMKNCDEGKDB00630754,1,Secundaria completa,Conyuge / Pareja,Varon,31,unido?,...privada,Obrero o empleado,Sobreocupado,46,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",No calificados,17000
TQRMNOPXTHMMKNCDEGKDB00630677,1,Secundaria completa,Jefe/a,Mujer,34,casado?,...estatal,Obrero o empleado,Sobreocupado,48,Ocupaciones de servicios de limpieza no domésticos,No calificados,22000
TQRMNOPXTHMMKNCDEGKDB00630677,1,Primaria completa,Conyuge / Pareja,Varon,41,casado?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de servicios de limpieza no domésticos,No calificados,25000
TQSMNORWYHLOKNCDEGKDB00642617,1,Secundaria completa,Nietro/a,Mujer,26,unido?,...privada,Patron,Sobreocupado,48,Directivos de pequeñas y microempresas,Técnicos,-9
TQRMNOUPSHLMLLCDEGKDB00636646,2,Secundaria completa,Jefe/a,Varon,21,soltero/a?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la salud y sanidad,Técnicos,30000
TQRMNOPPWHMLLNCDEGKDB00636667,1,Secundaria completa,Hijo/a Hijastro/a,Varon,31,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,30,Ocupaciones del transporte,Operativos,-9
TQRMNOPPWHMLLNCDEGKDB00636667,1,Secundaria completa,Yerno/Nuera,Varon,40,unido?,...privada,Obrero o empleado,Ocupado pleno,36,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOQRSHKLKNCDEGKDB00653827,1,Superior universitaria completa,Jefe/a,Varon,33,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,25,Ocupaciones de servicios gastronómicos,Operativos,-9
TQRMNOPYWHMLLNCDEGKDB00630720,1,Secundaria completa,Jefe/a,Varon,54,casado?,...privada,Obrero o empleado,Sobreocupado,54,Ocupaciones de servicios de limpieza no domésticos,Operativos,-9
TQRMNOPYWHMLLNCDEGKDB00630720,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Mujer,27,soltero/a?,...privada,Cuenta propia,Ocupado pleno,36,Ocupaciones de la comercialización directa,Operativos,3000
TQRMNOPYWHMLLNCDEGKDB00630720,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,53,casado?,...privada,Obrero o empleado,Ocupado pleno,36,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNOPYVHKKKNCDEGKDB00654010,1,Secundaria completa,Jefe/a,Mujer,44,soltero/a?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOPYVHKKKNCDEGKDB00654010,1,Superior universitaria completa,Hermano/a,Varon,55,soltero/a?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOUPVHLMLLCDEGKDB00636647,1,Secundaria completa,Jefe/a,Varon,45,casado?,...privada,Obrero o empleado,Sobreocupado,48,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",Operativos,30000
TQRMNOUPVHLMLLCDEGKDB00636647,1,Secundaria completa,Conyuge / Pareja,Mujer,43,casado?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la reparación de bienes de consumo,Operativos,0
TQRMNORQWHJMKUCDEGLDF00657907,2,Secundaria completa,Hijo/a Hijastro/a,Mujer,26,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,30,"Ocupaciones del corretaje comercial, venta domiciliaria, viajantes y promotores",Operativos,10000
TQRMNORQWHJMKUCDEGLDF00657907,1,Secundaria completa,Jefe/a,Varon,54,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,-9
TQRMNOPTUHMOLMCDEGLDF00654074,1,Primaria completa,Jefe/a,Mujer,57,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,35,Ocupaciones de la educación,Operativos,18000
TQRMNOPTUHMOLMCDEGLDF00654074,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,33,soltero/a?,...privada,Cuenta propia,Sobreocupado,48,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,15000
TQRMNOPTXHMOLMCDEGLDF00630845,1,Primaria incompleta (incluye educacion especial),Conyuge / Pareja,Varon,62,casado?,...estatal,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,23000
TQRMNOPTXHMOLMCDEGLDF00630845,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,33,soltero/a?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones del cuidado y la atención de personas,Operativos,15000
TQRMNORPTHMKLLCDEGLDF00630780,1,Secundaria completa,Jefe/a,Mujer,65,viudo/a?,...estatal,Obrero o empleado,Ocupado pleno,35,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,29000
TQRMNORSTHKKKUCDEGLDF00654119,1,Superior universitaria completa,Hijo/a Hijastro/a,Mujer,24,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,9,Ocupaciones de la educación,Técnicos,18000
TQRMNORSTHKKKUCDEGLDF00654119,1,Superior universitaria completa,Jefe/a,Mujer,47,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Ocupado pleno,12,Ocupaciones de la educación,Técnicos,25000
TQRMNOQPUHMOKOCDEGLDF00636798,1,Secundaria completa,Jefe/a,Varon,39,unido?,...estatal,Obrero o empleado,Sobreocupado,48,Ocupaciones de servicios policiales,Operativos,30000
TQRMNORSWHMOKOCDEGLDF00630766,1,Superior universitaria completa,Jefe/a,Varon,43,unido?,...privada,Cuenta propia,Ocupado pleno,30,Ocupaciones de la gestión jurídico-legal,Profesionales,65000
TQRMNOQWWHMMKPCDEGLDF00630858,1,Secundaria completa,Nietro/a,Varon,22,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,20,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,15000
TQRMNOQWYHMMKPCDEGLDF00630792,1,Superior universitaria completa,Jefe/a,Varon,65,casado?,...estatal,Obrero o empleado,Subocupado por insuficiencia horaria,20,"Ocupaciones de la gestión presupuestaria, contable y financiera",Profesionales,-9
TQRMNOSTYHLOKSCDEGIBJ00636223,1,Superior universitaria incompleta,Jefe/a,Varon,46,casado?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Técnicos,52000
TQRMNOSTYHLOKSCDEGIBJ00636223,1,Superior universitaria completa,Conyuge / Pareja,Mujer,46,casado?,...estatal,Obrero o empleado,Sobreocupado,54,Ocupaciones de la educación,Técnicos,18000
TQRMNOPUVHLMKTCDEGIBJ00636211,1,Secundaria incompleta,Conyuge / Pareja,Mujer,69,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,4000
TQRMNOSWQHMOKRCDEGIBJ00630111,1,Secundaria incompleta,Conyuge / Pareja,Varon,30,unido?,...privada,Obrero o empleado,Sobreocupado,60,Ocupaciones del transporte,Operativos,20000
TQRMNOSWQHMOKRCDEGIBJ00630111,1,Secundaria completa,Jefe/a,Mujer,30,unido?,...privada,Obrero o empleado,Ocupado pleno,6,Ocupaciones de la comercialización directa,Operativos,800
TQRMNOPYSHMKKSCDEGIBJ00653586,1,Superior universitaria completa,Jefe/a,Varon,42,casado?,...estatal,Obrero o empleado,Ocupado pleno,25,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,0
TQRMNOPYSHMKKSCDEGIBJ00653586,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,38,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,48000
TQRMNOPYXHJMKNCDEGIBJ00657665,1,Secundaria incompleta,Jefe/a,Mujer,26,unido?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones del cuidado y la atención de personas,Operativos,50000
TQRMNOPYXHJMKNCDEGIBJ00657665,1,Secundaria completa,Conyuge / Pareja,Varon,41,unido?,...privada,Patron,Ocupado pleno,40,Directivos de pequeñas y microempresas,Profesionales,0
TQRMNOPYXHJMKNCDEGIBJ00657665,1,Secundaria completa,Hermano/a,Varon,19,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,32,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,0
TQRMNORQUHKOLQCDEGIBJ00657668,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Mujer,38,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,6,Ocupaciones del cuidado y la atención de personas,No calificados,4800
TQRMNOPRWHKMKQCDEGIBJ00653511,1,Secundaria completa,Jefe/a,Varon,78,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Técnicos,25000
TQRMNOPRWHKMKQCDEGIBJ00653511,1,Secundaria completa,Conyuge / Pareja,Mujer,56,casado?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la salud y sanidad,Técnicos,25000
TQRMNOQVRHKMKQCDEGIBJ00653528,1,Superior universitaria completa,Jefe/a,Varon,51,casado?,...privada,Obrero o empleado,Ocupado pleno,18,"Ocupaciones de la instalación y mantenimiento de maquinaria, equipos y sistemas",Técnicos,20000
TQRMNOQVRHKMKQCDEGIBJ00653528,1,Superior universitaria completa,Conyuge / Pareja,Mujer,52,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Técnicos,23000
TQRMNORTVHKMKQCDEGIBJ00653506,1,Superior universitaria incompleta,Jefe/a,Varon,33,casado?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Técnicos,55000
TQRMNORTVHKMKQCDEGIBJ00653506,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,29,casado?,...privada,Cuenta propia,Ocupado pleno,36,Ocupaciones de la producción industrial y artesanal,Operativos,25000
TQRMNORTTHKMLNCDEGIBJ00653554,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,43,unido?,...estatal,Obrero o empleado,Ocupado pleno,30,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNORTTHKMLNCDEGIBJ00653554,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,40,unido?,...estatal,Obrero o empleado,Sobreocupado,72,Ocupaciones de servicios policiales,Operativos,-9
TQRMNORTTHKMLNCDEGIBJ00653554,1,Superior universitaria completa,Yerno/Nuera,Mujer,40,unido?,...estatal,Obrero o empleado,Ocupado pleno,25,"Directivos de organismos, empresas e instituciones estatales",Profesionales,-9
TQRMNORURHLOLLCDEGIBJ00636238,1,Secundaria completa,Jefe/a,Varon,61,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,35000
TQRMNORURHLOLLCDEGIBJ00636238,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,28,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Operativos,25000
TQRMNORQPHJKKTCDEGIBJ00657728,1,Superior universitaria incompleta,Jefe/a,Varon,47,unido?,...privada,Patron,Sobreocupado,72,Directivos de medianas empresas privadas productoras de bienes y servicios,Profesionales,65000
